Study date,Year,Project,OBJECTID,Intersection,File Name
2017-05-24,2017,Turning Movement Count,9015,ST. GEORGE ST AND E 11TH AV,ENG - TDM - TURNING MOVEMENT COUNT - ST GEORGE ST & E 11TH AV - 2017-05-24
2017-05-24,2017,Turning Movement Count,9016,ST. GEORGE ST AND E 12TH AV,ENG - TDM - TURNING MOVEMENT COUNT - ST GEORGE ST & E 12TH AV - 2017-05-24
2017-05-23,2017,Turning Movement Count,9017,E 6TH AV AND ST. GEORGE ST,ENG - TDM - TURNING MOVEMENT COUNT - ST GEORGE ST & E 6TH AV - 2017-05-23
2017-03-15,2017,Turning Movement Count,9018,GRANDVIEW HWY NORTH AND COMMERCIAL DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - COMMERCIAL DR & N GRANDVIEW HWY - 2017-03-15
2017-11-08,2017,Turning Movement Count,9019,VENABLES ST AND COMMERCIAL DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - COMMERCIAL DR & VENABLES ST - 2017-11-08
2017-05-23,2017,Turning Movement Count,9020,E 8TH AV AND ST. GEORGE ST,ENG - TDM - TURNING MOVEMENT COUNT - ST GEORGE ST & E 8TH AV - 2017-05-23
2017-07-26,2017,Turning Movement Count,9021,INDUSTRIAL AV AND STATION ST,ENG - TDM - TURNING MOVEMENT COUNT - STATION ST & INDUSTRIAL AV - 2017-07-26
2017-04-13,2017,Turning Movement Count,9022,TERMINAL AV AND COTTRELL ST,ENG - TDM - TURNING MOVEMENT COUNT - COTTRELL ST & TERMINAL AV - 2017-04-13
2017-08-08,2017,Turning Movement Count,9023,NORTHERN ST AND STATION ST,ENG - TDM - TURNING MOVEMENT COUNT - STATION ST & NORTHERN ST - 2017-08-08
2017-06-20,2017,Turning Movement Count,9024,W 1ST AV AND CYPRESS ST,ENG - TDM - TURNING MOVEMENT COUNT - CYPRESS ST & W 1ST AV - 2017-06-20
2017-03-08,2017,Turning Movement Count,9025,CYPRESS ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - CYPRESS ST & W 4TH AV - 2017-03-08
2017-06-21,2017,Turning Movement Count,9026,W BROADWAY AND CYPRESS ST,ENG - TDM - TURNING MOVEMENT COUNT - CYPRESS ST & W BROADWAY - 2017-06-21
2017-05-25,2017,Turning Movement Count,9027,ALBERNI ST AND DENMAN ST,ENG - TDM - TURNING MOVEMENT COUNT - DENMAN ST & ALBERNI ST - 2017-05-25
2017-12-07,2017,Turning Movement Count,9028,W 6TH AV AND MANITOBA ST,ENG - TDM - TURNING MOVEMENT COUNT - MANITOBA ST & W 6TH AV - 2017-12-07
2017-01-26,2017,Turning Movement Count,9029,TERMINAL AV AND STATION ST,ENG - TDM - TURNING MOVEMENT COUNT - STATION ST & TERMINAL AV - 2017-01-26
2017-11-02,2017,Turning Movement Count,9031,MORTON AV AND DENMAN ST,ENG - TDM - TURNING MOVEMENT COUNT - DENMAN ST & MORTON AV - 2017-11-02
2017-10-25,2017,Turning Movement Count,9032,W 7TH AV AND MANITOBA ST,ENG - TDM - TURNING MOVEMENT COUNT - MANITOBA ST & W 7TH AV - 2017-10-25
2017-07-04,2017,Turning Movement Count,9033,SW Marine Dr & E 41st Av,ENG - TDM - TURNING MOVEMENT COUNT - SW MARINE DR & E 41ST AV - 2017-07-04
2017-02-21,2017,Turning Movement Count,9037,W PENDER ST AND TAYLOR ST,ENG - TDM - TURNING MOVEMENT COUNT - TAYLOR ST & W PENDER ST - 2017-02-21
2017-02-21,2017,Turning Movement Count,9038,LARCH ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - LARCH ST & W 4TH AV - 2017-02-21
2017-02-23,2017,Turning Movement Count,9039,EARLES ST AND E 29TH AV,ENG - TDM - TURNING MOVEMENT COUNT - EARLES ST & E 29TH AV - 2017-02-23
2017-08-15,2017,Turning Movement Count,9040,EARLES ST AND VANNESS AV,ENG - TDM - TURNING MOVEMENT COUNT - EARLES ST & VANNESS AV - 2017-08-15
2017-02-16,2017,Turning Movement Count,9041,EAST BOULEVARD AND W 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - EAST BLVD & W 41ST AV - 2017-02-16
2017-05-23,2017,Turning Movement Count,9042,EAST BOULEVARD AND W 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - EAST BLVD & W 41ST AV - 2017-05-23
2017-03-08,2017,Turning Movement Count,9046,W 16TH AV AND MAPLE ST,ENG - TDM - TURNING MOVEMENT COUNT - MAPLE ST & W 16TH AV - 2017-03-08
2017-01-12,2017,Turning Movement Count,9048,THURLOW ST AND HARO ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & HARO ST - 2017-01-12
2017-03-01,2017,Turning Movement Count,9049,W 4TH AV AND MAPLE ST,ENG - TDM - TURNING MOVEMENT COUNT - MAPLE ST & W 4TH AV - 2017-03-01
2017-01-11,2017,Turning Movement Count,9050,CAMBIE BRIDGE AND EXPO BOULEVARD,ENG - TDM - TURNING MOVEMENT COUNT - EXPO BLVD & SMITHE ST - 2017-01-11
2017-04-25,2017,Turning Movement Count,9051,CAMBIE BRIDGE AND EXPO BOULEVARD,ENG - TDM - TURNING MOVEMENT COUNT - EXPO BLVD & SMITHE ST - 2017-04-25
2017-04-11,2017,Turning Movement Count,9052,E 41ST AV AND KNIGHT ST,ENG - TDM - TURNING MOVEMENT COUNT - KNIGHT ST & E 41ST AV - 2017-04-11
2017-01-25,2017,Turning Movement Count,9053,THURLOW ST AND PACIFIC ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & PACIFIC ST - 2017-01-25
2017-03-07,2017,Turning Movement Count,9054,W 16TH AV AND FIR ST,ENG - TDM - TURNING MOVEMENT COUNT - FIR ST & W 16TH AV - 2017-03-07
2017-04-11,2017,Turning Movement Count,9055,MOBERLY ROAD AND CHARLESON,ENG - TDM - TURNING MOVEMENT COUNT - MOBERLY RD & CHARLESON - 2017-04-11
2017-03-21,2017,Turning Movement Count,9056,HOWE ST AND PACIFIC ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & PACIFIC ST - 2017-03-21
2017-04-13,2017,Turning Movement Count,9059,E 12TH AV AND FRASER ST,ENG - TDM - TURNING MOVEMENT COUNT - FRASER ST & E 12TH AV - 2017-04-13
2017-02-22,2017,Turning Movement Count,9060,E 28TH AV AND FRASER ST,ENG - TDM - TURNING MOVEMENT COUNT - FRASER ST & E 28TH AV - 2017-02-22
2017-05-04,2017,Turning Movement Count,9062,FRASER ST AND E 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - FRASER ST & E 41ST AV - 2017-05-04
2017-02-21,2017,Turning Movement Count,9065,VENABLES ST AND VERNON DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - VERNON DR & VENABLES ST - 2017-02-21
2017-03-16,2017,Turning Movement Count,9066,FRASER ST AND E KING EDWARD AV,ENG - TDM - TURNING MOVEMENT COUNT - FRASER ST & E KING EDWARD AV - 2017-03-16
2017-02-23,2017,Turning Movement Count,9067,VICTORIA DRIVE AND E 33RD AV,ENG - TDM - TURNING MOVEMENT COUNT - VICTORIA DR & E 33RD AV - 2017-02-23
2017-10-04,2017,Turning Movement Count,9070,GARDEN DRIVE AND E 1ST AV,ENG - TDM - TURNING MOVEMENT COUNT - GARDEN DR & E 1ST AV - 2017-10-04
2017-02-09,2017,Turning Movement Count,9071,GARDEN DRIVE AND E BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - GARDEN DR & E BROADWAY - 2017-02-09
2017-02-15,2017,Turning Movement Count,9072,VICTORIA DRIVE AND E BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - VICTORIA DR & E BROADWAY - 2017-02-15
2017-03-23,2017,Turning Movement Count,9073,E HASTINGS ST AND VICTORIA DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - VICTORIA DR & E HASTINGS ST - 2017-03-23
2017-01-25,2017,Turning Movement Count,9074,VICTORIA DRIVE AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - VICTORIA DR & KINGSWAY - 2017-01-25
2017-01-17,2017,Turning Movement Count,9075,GORE AV AND E CORDOVA ST,ENG - TDM - TURNING MOVEMENT COUNT - GORE AV & E CORDOVA ST - 2017-01-17
2017-01-12,2017,Turning Movement Count,9076,E HASTINGS ST AND GORE AV,ENG - TDM - TURNING MOVEMENT COUNT - GORE AV & E HASTINGS ST - 2017-01-12
2017-02-15,2017,Turning Movement Count,9077,GORE AV AND KEEFER ST,ENG - TDM - TURNING MOVEMENT COUNT - GORE AV & KEEFER ST - 2017-02-15
2017-11-07,2017,Turning Movement Count,9080,VICTORIA DRIVE AND VENABLES ST,ENG - TDM - TURNING MOVEMENT COUNT - VICTORIA DR & VENABLES ST - 2017-11-07
2017-02-16,2017,Turning Movement Count,9083,W 41ST AV AND WEST BOULEVARD,ENG - TDM - TURNING MOVEMENT COUNT - W BOULEVARD & W 41ST AV - 2017-02-16
2017-05-23,2017,Turning Movement Count,9084,W 41ST AV AND WEST BOULEVARD,ENG - TDM - TURNING MOVEMENT COUNT - W BOULEVARD & W 41ST AV - 2017-05-23
2017-05-25,2017,Turning Movement Count,9088,W GEORGIA ST AND CARDERO ST,ENG - TDM - TURNING MOVEMENT COUNT - W PENDER ST & W GEORGIA ST - 2017-05-25
2017-08-16,2017,Turning Movement Count,9089,E 38TH AV AND WALES ST,ENG - TDM - TURNING MOVEMENT COUNT - WALES ST & E 38TH AV - 2017-08-16
2017-08-16,2017,Turning Movement Count,9090,E 40TH AV AND WALES ST,ENG - TDM - TURNING MOVEMENT COUNT - WALES ST & E 40TH AV - 2017-08-16
2017-05-11,2017,Turning Movement Count,9092,DUNSMUIR ST AND HOWE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & DUNSMUIR ST - 2017-05-11
2017-07-26,2017,Turning Movement Count,9093,W 14TH AV AND WILLOW ST,ENG - TDM - TURNING MOVEMENT COUNT - WILLOW ST & W 14TH AV - 2017-07-26
2017-02-08,2017,Turning Movement Count,9094,WILLOW ST AND W 37TH AV,ENG - TDM - TURNING MOVEMENT COUNT - WILLOW ST & W 37TH AV - 2017-02-08
2017-10-03,2017,Turning Movement Count,9095,WOODLAND DRIVE AND E 1ST AV,ENG - TDM - TURNING MOVEMENT COUNT - WOODLAND DR & E 1ST AV - 2017-10-03
2017-09-19,2017,Turning Movement Count,9096,N NANAIMO ST AND NANAIMO ST,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & DUNDAS ST - 2017-09-19
2017-05-10,2017,Turning Movement Count,9097,W 16TH AV AND YUKON ST,ENG - TDM - TURNING MOVEMENT COUNT - YUKON ST & W 16TH AV - 2017-05-10
2017-05-11,2017,Turning Movement Count,9098,YUKON ST AND W 8TH AV,ENG - TDM - TURNING MOVEMENT COUNT - YUKON ST & W 8TH AV - 2017-05-11
2017-02-28,2017,Turning Movement Count,9099,E 11TH AV AND NANAIMO ST,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & E 11TH AV - 2017-02-28
2017-03-07,2017,Turning Movement Count,9100,GRANVILLE ST AND W 12TH AV,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & W 12TH AV - 2017-03-07
2017-03-30,2017,Turning Movement Count,9101,W 41ST AV AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & W 41ST AV - 2017-03-30
2017-11-16,2017,Turning Movement Count,9102,W BROADWAY AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & W BROADWAY - 2017-11-16
2017-05-24,2017,Turning Movement Count,9103,E 11TH AV AND GUELPH ST,ENG - TDM - TURNING MOVEMENT COUNT - GUELPH ST & E 11TH AV - 2017-05-24
2017-05-24,2017,Turning Movement Count,9104,E 12TH AV AND GUELPH ST,ENG - TDM - TURNING MOVEMENT COUNT - GUELPH ST & E 12TH AV - 2017-05-24
2017-10-12,2017,Turning Movement Count,9105,GUELPH ST AND E 7TH AV,ENG - TDM - TURNING MOVEMENT COUNT - GUELPH ST & E 7TH AV - 2017-10-12
2017-10-10,2017,Turning Movement Count,9106,E 8TH AV AND GUELPH ST,ENG - TDM - TURNING MOVEMENT COUNT - GUELPH ST & E 8TH AV - 2017-10-10
2017-07-27,2017,Turning Movement Count,9107,W 14TH AV AND HEATHER ST,ENG - TDM - TURNING MOVEMENT COUNT - HEATHER ST & W 14TH AV - 2017-07-27
2017-03-28,2017,Turning Movement Count,9108,HEATHER ST AND W 16TH AV,ENG - TDM - TURNING MOVEMENT COUNT - HEATHER ST & W 16TH AV - 2017-03-28
2017-05-24,2017,Turning Movement Count,9109,HEATHER ST AND W 16TH AV,ENG - TDM - TURNING MOVEMENT COUNT - HEATHER ST & W 16TH AV - 2017-05-24
2017-07-27,2017,Turning Movement Count,9110,HEATHER ST AND W 16TH AV,ENG - TDM - TURNING MOVEMENT COUNT - HEATHER ST & W 16TH AV - 2017-07-27
2017-05-24,2017,Turning Movement Count,9111,HEATHER ST AND W 19TH AV,ENG - TDM - TURNING MOVEMENT COUNT - HEATHER ST & W 19TH AV - 2017-05-24
2017-05-24,2017,Turning Movement Count,9112,HEATHER ST AND W 22ND AV,ENG - TDM - TURNING MOVEMENT COUNT - HEATHER ST & W 22ND AV - 2017-05-24
2017-02-08,2017,Turning Movement Count,9113,HEATHER ST AND W 33RD AV,ENG - TDM - TURNING MOVEMENT COUNT - HEATHER ST & W 33RD AV - 2017-02-08
2017-01-11,2017,Turning Movement Count,9114,POWELL ST AND HEATLEY AV,ENG - TDM - TURNING MOVEMENT COUNT - HEATLEY AV & POWELL ST - 2017-01-11
2017-04-25,2017,Turning Movement Count,9115,HEMLOCK ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - HEMLOCK ST & W 10TH AV - 2017-04-25
2017-03-07,2017,Turning Movement Count,9116,W 12TH AV AND HEMLOCK ST,ENG - TDM - TURNING MOVEMENT COUNT - HEMLOCK ST & W 12TH AV - 2017-03-07
2017-05-25,2017,Turning Movement Count,9117,W 15TH AV AND MARPOLE AV,ENG - TDM - TURNING MOVEMENT COUNT - HEMLOCK ST & W 15TH AV - 2017-05-25
2017-04-25,2017,Turning Movement Count,9118,HEMLOCK ST AND W 7TH AV,ENG - TDM - TURNING MOVEMENT COUNT - HEMLOCK ST & W 7TH AV - 2017-04-25
2017-05-23,2017,Turning Movement Count,9119,DRAKE ST AND HOMER ST,ENG - TDM - TURNING MOVEMENT COUNT - HOMER ST & DRAKE ST - 2017-05-23
2017-02-14,2017,Turning Movement Count,9120,HORNBY ST AND PACIFIC ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & PACIFIC ST - 2017-02-14
2017-02-09,2017,Turning Movement Count,9121,NANAIMO ST AND E 12TH AV,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & E 12TH AV - 2017-02-09
2017-08-16,2017,Turning Movement Count,9122,MACDONALD ST AND W 14TH AV,ENG - TDM - TURNING MOVEMENT COUNT - MACDONALD ST & W 14TH AV - 2017-08-16
2017-09-19,2017,Turning Movement Count,9123,NANAIMO ST AND E 1ST AV,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & E 1ST AV - 2017-09-19
2017-01-26,2017,Turning Movement Count,9124,MACDONALD ST AND W 16TH AV,ENG - TDM - TURNING MOVEMENT COUNT - MACDONALD ST & W 16TH AV - 2017-01-26
2017-03-15,2017,Turning Movement Count,9125,NANAIMO ST AND E 33RD AV,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & E 33RD AV - 2017-03-15
2017-02-09,2017,Turning Movement Count,9126,NANAIMO ST AND E BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & E BROADWAY - 2017-02-09
2017-09-19,2017,Turning Movement Count,9127,NANAIMO ST AND E BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & E BROADWAY - 2017-09-19
2017-01-24,2017,Turning Movement Count,9128,MACDONALD ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - MACDONALD ST & W 4TH AV - 2017-01-24
2017-03-01,2017,Turning Movement Count,9129,MACDONALD ST AND W 8TH AV,ENG - TDM - TURNING MOVEMENT COUNT - MACDONALD ST & W 8TH AV - 2017-03-01
2017-09-19,2017,Turning Movement Count,9130,NANAIMO ST AND E 1ST AV,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & W 1ST AV - 2017-09-19
2017-09-20,2017,Turning Movement Count,9131,NANAIMO ST AND E HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & W HASTINGS ST - 2017-09-20
2017-04-11,2017,Turning Movement Count,9132,NATAL ST AND GRANDVIEW HIGHWAY,ENG - TDM - TURNING MOVEMENT COUNT - NATAL ST & GRANDVIEW HWY - 2017-04-11
2017-05-16,2017,Turning Movement Count,9133,NICOLA ST AND ALBERNI ST,ENG - TDM - TURNING MOVEMENT COUNT - NICOLA ST & ALBERNI ST - 2017-05-16
2017-05-25,2017,Turning Movement Count,9134,NICOLA ST AND W GEORGIA ST,ENG - TDM - TURNING MOVEMENT COUNT - NICOLA ST & W GEORGIA ST - 2017-05-25
2017-05-25,2017,Turning Movement Count,9135,W PENDER ST AND NICOLA ST,ENG - TDM - TURNING MOVEMENT COUNT - NICOLA ST & W PENDER ST - 2017-05-25
2017-10-17,2017,Turning Movement Count,9136,NW Marine Dr & W 4th Av,ENG - TDM - TURNING MOVEMENT COUNT - NW MARINE DR & W 4TH AV - 2017-10-17
2017-03-15,2017,Turning Movement Count,9137,DEVONSHIRE CRESCENT AND OAK ST,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & DEVONSHIRE CR - 2017-03-15
2017-02-22,2017,Turning Movement Count,9140,E 41ST AV AND KERR ST,ENG - TDM - TURNING MOVEMENT COUNT - KERR ST & E 41ST AV - 2017-02-22
2017-08-01,2017,Turning Movement Count,9141,W 14TH AV AND OAK ST,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & W 14TH AV - 2017-08-01
2017-02-08,2017,Turning Movement Count,9142,OAK ST AND W 37TH AV,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & W 37TH AV - 2017-02-08
2017-06-22,2017,Turning Movement Count,9145,OAK ST AND W 8TH AV,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & W 8TH AV - 2017-06-22
2017-02-16,2017,Turning Movement Count,9146,OAK ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & W BROADWAY - 2017-02-16
2017-03-09,2017,Turning Movement Count,9147,OAK ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & W BROADWAY - 2017-03-09
2017-11-16,2017,Turning Movement Count,9148,OAK ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & W BROADWAY - 2017-11-16
2017-02-01,2017,Turning Movement Count,9149,W KING EDWARD AV AND OAK ST,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & W KING EDWARD AV - 2017-02-01
2016-09-01,2016,Turning Movement Count,9150,ABBOTT ST AND W CORDOVA ST,ENG - TDM - TURNING MOVEMENT COUNT - ABBOTT ST & CORDOVA ST - 2016-09-01
2016-02-11,2016,Turning Movement Count,9151,EXPO BOULEVARD AND ABBOTT ST,ENG - TDM - TURNING MOVEMENT COUNT - ABBOTT ST & EXPO BLVD - 2016-02-11
2016-06-01,2016,Turning Movement Count,9152,EXPO BOULEVARD AND ABBOTT ST,ENG - TDM - TURNING MOVEMENT COUNT - ABBOTT ST & EXPO BLVD - 2016-06-01
2016-06-14,2016,Turning Movement Count,9153,EXPO BOULEVARD AND ABBOTT ST,ENG - TDM - TURNING MOVEMENT COUNT - ABBOTT ST & EXPO BLVD - 2016-06-14
2016-09-28,2016,Turning Movement Count,9154,ABBOTT ST AND W HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - ABBOTT ST & HASTINGS ST - 2016-09-28
2016-09-13,2016,Turning Movement Count,9155,POINT GREY ROAD AND ALMA ST,ENG - TDM - TURNING MOVEMENT COUNT - ALMA ST & POINT GREY RD - 2016-09-13
2016-06-07,2016,Turning Movement Count,9156,ARBUTUS ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - ARBUTUS ST & W 10TH AV - 2016-06-07
2016-06-07,2016,Turning Movement Count,9157,ASH ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - ASH ST & 10TH AVE - 2016-06-07
2016-11-29,2016,Turning Movement Count,9158,BEATTY ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - BEATTY ST & PENDER ST - 2016-11-29
2016-06-02,2016,Turning Movement Count,9159,BEGG ST AND TERMINAL AV,ENG - TDM - TURNING MOVEMENT COUNT - BEGG ST & TERMINAL AVE - 2016-06-02
2016-01-20,2016,Turning Movement Count,9160,BLANCA ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BLANCA ST & 4TH AVE - 2016-01-20
2016-01-20,2016,Turning Movement Count,9161,W 4TH AV AND BLENHEIM ST,ENG - TDM - TURNING MOVEMENT COUNT - BLENHEIM ST & 4TH AVE - 2016-01-20
2016-08-30,2016,Turning Movement Count,9164,BOUNDARY ROAD AND MOSCROP ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & CANADA WAY - 2016-08-30
2016-06-01,2016,Turning Movement Count,9165,Yukon St & 2nd Ave,ENG - TDM - TURNING MOVEMENT COUNT - YUKON ST & 2ND AVE - 2016-06-01
2016-03-29,2016,Turning Movement Count,9166,BOUNDARY ROAD AND GRANDVIEW HIGHWAY,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & GRANDVIEW HWY - 2016-03-29
2016-11-18,2016,Turning Movement Count,9167,BOUNDARY ROAD AND GRANDVIEW HIGHWAY,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & GRANDVIEW HWY - 2016-11-18
2016-03-29,2016,Turning Movement Count,9168,BOUNDARY ROAD AND MOSCROP ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & KITCHENER ST - 2016-03-29
2016-09-01,2016,Turning Movement Count,9169,VANNESS AV AND BOUNDARY ROAD,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & VANNESS AVE - 2016-09-01
2016-08-10,2016,Turning Movement Count,9170,BURNABY ST AND BROUGHTON ST,ENG - TDM - TURNING MOVEMENT COUNT - BROUGHTON ST & BURNABY ST - 2016-08-10
2016-06-14,2016,Turning Movement Count,9171,E 2ND AV AND BRUNSWICK ST,ENG - TDM - TURNING MOVEMENT COUNT - BRUNSWICK ST & 2ND AVE - 2016-06-14
2016-02-10,2016,Turning Movement Count,9172,W 7TH AV AND YUKON ST,ENG - TDM - TURNING MOVEMENT COUNT - YUKON ST & 7TH AVE - 2016-02-10
2016-06-15,2016,Turning Movement Count,9173,EXPO BOULEVARD AND GRIFFITHS WAY,ENG - TDM - TURNING MOVEMENT COUNT - GRIFFITHS ST & EXPO BLVD - 2016-06-15
2016-12-03,2016,Turning Movement Count,9174,W BROADWAY AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & W BROADWAY - 2016-12-03
2016-11-09,2016,Turning Movement Count,9176,RUPERT ST AND E 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - RUPERT ST & 41ST AVE - 2016-11-09
2016-11-17,2016,Turning Movement Count,9177,W BROADWAY AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & W BROADWAY - 2016-11-17
2016-08-31,2016,Turning Movement Count,9178,KINGSWAY AND SLOCAN ST,ENG - TDM - TURNING MOVEMENT COUNT - SLOCAN ST & KINGSWAY - 2016-08-31
2016-10-06,2016,Turning Movement Count,9179,RUPERT ST AND ADANAC ST,ENG - TDM - TURNING MOVEMENT COUNT - RUPERT ST & ADANAC ST - 2016-10-06
2016-06-23,2016,Turning Movement Count,9180,BURRARD ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & ROBSON ST - 2016-06-23
2016-10-12,2016,Turning Movement Count,9181,BURRARD ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & ROBSON ST - 2016-10-12
2016-09-01,2016,Turning Movement Count,9182,ALBERNI ST AND BUTE ST,ENG - TDM - TURNING MOVEMENT COUNT - BUTE ST & ALBERNI ST - 2016-09-01
2016-09-27,2016,Turning Movement Count,9183,BUTE ST AND BURNABY ST,ENG - TDM - TURNING MOVEMENT COUNT - BUTE ST & BURNABY ST - 2016-09-27
2016-09-28,2016,Turning Movement Count,9184,DAVIE ST AND BUTE ST,ENG - TDM - TURNING MOVEMENT COUNT - BUTE ST & DAVIE ST - 2016-09-28
2016-11-22,2016,Turning Movement Count,9185,W GEORGIA ST AND BUTE ST,ENG - TDM - TURNING MOVEMENT COUNT - BUTE ST & GEORGIA ST - 2016-11-22
2016-11-29,2016,Turning Movement Count,9186,W HASTINGS ST AND BUTE ST,ENG - TDM - TURNING MOVEMENT COUNT - BUTE ST & HASTINGS ST - 2016-11-29
2016-09-27,2016,Turning Movement Count,9187,Bute St & Pantages Ln,ENG - TDM - TURNING MOVEMENT COUNT - BUTE ST & PANTAGES LN - 2016-09-27
2016-09-07,2016,Turning Movement Count,9188,WALKWAY AND CAMBIE ST,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & 10TH AVE - 2016-09-07
2016-03-30,2016,Turning Movement Count,9189,W 29TH AV AND CAMBIE ST,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & 29TH AVE - 2016-03-30
2016-08-31,2016,Turning Movement Count,9190,W 2ND AV AND W 5TH AV,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & 2ND AVE - 2016-08-31
2016-10-26,2016,Turning Movement Count,9191,CAMBIE ST AND W 33RD AV,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & 33RD AVE - 2016-10-26
2016-09-07,2016,Turning Movement Count,9194,CAMBIE ST AND W 8TH AV,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & 8TH AVE - 2016-09-07
2016-10-11,2016,Turning Movement Count,9195,W CORDOVA ST AND CAMBIE ST,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & CORDOVA ST - 2016-10-11
2016-12-01,2016,Turning Movement Count,9196,CAMBIE ST AND W KING EDWARD AV,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & KING EDWARD AVE - 2016-12-01
2016-10-12,2016,Turning Movement Count,9197,CAMBIE ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & PENDER ST - 2016-10-12
2016-09-14,2016,Turning Movement Count,9198,W 7TH AV AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & 7TH AVE - 2016-09-14
2016-10-17,2016,Turning Movement Count,9199,UNION ST AND CAMPBELL AV,ENG - TDM - TURNING MOVEMENT COUNT - CAMPBELL AV & UNION ST - 2016-10-17
2016-11-30,2016,Turning Movement Count,9200,KEEFER ST AND CAMPBELL AV,ENG - TDM - TURNING MOVEMENT COUNT - CAMPBELL AVE ST & HASTINGS ST - 2016-11-30
2016-09-29,2016,Turning Movement Count,9201,KEEFER ST AND CAMPBELL AV,ENG - TDM - TURNING MOVEMENT COUNT - CAMPBELL AVE ST & UNION ST - 2016-09-29
2016-10-12,2016,Turning Movement Count,9202,KEEFER ST AND CAMPBELL AV,ENG - TDM - TURNING MOVEMENT COUNT - CAMPBELL AVE ST & UNION ST - 2016-10-12
